travel_id,name,season,nature,vibe,target,fee,parking,address,open_time,latitude,longitude,full_address,short_description,row_number,matched_cloud_name,image_count,image_urls,match_score,match_method,reason
257,황무진충효사,사계절,"산, 문화재, 절, 마을","산책, 경치, 역사, 교육, 조용한, 예술/문화",연인,정보없음,가능,강원특별자치도 원주시 문막읍 반계리,상시 개방,37.28895097,127.7787203,강원특별자치도 원주시 문막읍 반계리,"충효사는 강원도 원주시 문막읍 반계리에 위치한 사당으로, 부사과 충효공 황무진(1568~1652)을 봉안한 곳이다. 원래는 원주시 명륜동 향교 자리에 있었으나 건물의 노후로 인해 후손들이 현재의 위치로 이전하였다. 황무진의 본관은 창원이며, 자는 자룡, 호는 벽룡담이다. 그는 회산부원군 황석기의 9 세손으로 원주시 봉산1동 무진고개 인근에서 태어났으며, 가",257,황무진충효사,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803898/%ED%99%A9%EB%AC%B4%EC%A7%84%EC%B6%A9%ED%9A%A8%EC%82%AC_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ksjddu.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803895/%ED%99%A9%EB%AC%B4%EC%A7%84%EC%B6%A9%ED%9A%A8%EC%82%AC_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_qrwmng.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803891/%ED%99%A9%EB%AC%B4%EC%A7%84%EC%B6%A9%ED%9A%A8%EC%82%AC_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_xdrhec.jpg",1,exact,
258,DMZ펀치볼둘레길,사계절,"산, 바다, 숲, 전망대","액티비티, 역사",연인,정보없음,가능(소형70대 / 대형 8대),강원특별자치도 양구군 해안면 해안서화로 23,"[예약탐방 출발시간]<br>
- 09:20<br>
- 13:20<br>
※ 2인 이상 신청 시 탐방 가능",38.29061375,128.1442044,강원특별자치도 양구군 해안면 해안서화로 23,"DMZ 펀치볼 둘레길은 양구군 해안면에 위치한 해발 400∼500m의 고지대에 발달한 분지로, 양구군 북동쪽 약 22km에 걸쳐 있다. 양구 펀치볼 둘레길이라고도 불리며, 6·25 격전 중 해안을 바라본 종군기자가 이곳의 형태를 본떠 펀치볼이라 부른 데서 유래되었다. 또, 전쟁과 평화에 관련된 테마를 중심으로 산림문화, 역사를 체험할 수 있도록 조성한 73",258,DMZ펀치볼둘레길,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760793005/DMZ%ED%8E%80%EC%B9%98%EB%B3%BC%EB%91%98%EB%A0%88%EA%B8%B8_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_pwv6lu.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760793003/DMZ%ED%8E%80%EC%B9%98%EB%B3%BC%EB%91%98%EB%A0%88%EA%B8%B8_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_uj2kqp.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760793000/DMZ%ED%8E%80%EC%B9%98%EB%B3%BC%EB%91%98%EB%A0%88%EA%B8%B8_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ddzcug.jpg",1,exact,
259,구문소마을,사계절,"산, 마을","산책, 액티비티, 역사, 힐링, 예술/문화, 교육",연인,무료,가능,강원특별자치도 태백시 사군드리길 7,10:00~18:00,37.09329449,129.0380047,강원특별자치도 태백시 사군드리길 7,"강원도와 태백시의 남쪽 관문으로 봉화군과 인접해 있으며, 정감록에 낙동강 상류를 거슬러 올라가며 자시에 문이 열린다는 구문소가 마을 중앙에 위치해 있다. 구문소 마을에는 지질학적으로 지구 역사와 고생대 자연사를 연구할 수 있는 태백고생대자연사박물관이 있다. 구문소에는 전해오는 이야기가 다양하여, 이 마을에서는 농사 체험뿐만 아니라 전통문화, 과학적 창의교육",259,구문소마을,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794541/%EA%B5%AC%EB%AC%B8%EC%86%8C%EB%A7%88%EC%9D%84_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_uccbqn.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794540/%EA%B5%AC%EB%AC%B8%EC%86%8C%EB%A7%88%EC%9D%84_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ag9ocl.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794535/%EA%B5%AC%EB%AC%B8%EC%86%8C%EB%A7%88%EC%9D%84_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_vnjidp.jpg",1,exact,
260,이사부길(새천년해안도로),"여름, 사계절","바다, 공원, 절","경치, 드라이브",연인,무료,가능,강원특별자치도 삼척시 새천년도로 61-18(정하동),상시 개방,37.43928542,129.188028,강원특별자치도 삼척시 새천년도로 61-18(정하동),"이사부길은 삼척항에서 삼척해수욕장까지 약 4.6km에 걸쳐 푸른 동해를 따라 이어지는 동해안의 대표적인 해안도로로, ‘한국의 아름다운 길 100선’에 선정될 만큼 뛰어난 경관을 자랑한다. 길을 따라 펼쳐지는 해안 절경과 바다 바람에 깎이고 다듬어진 기암괴석, 울창한 송림이 어우러져 걷거나 드라이브하기에 최적의 코스로 손꼽힌다. 해안도로 중간중간에는 차량을 ",260,이사부길,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800422/%EC%9D%B4%EC%82%AC%EB%B6%80%EA%B8%B8_%EC%83%88%EC%B2%9C%EB%85%84%ED%95%B4%EC%95%88%EB%8F%84%EB%A1%9C__3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_cqin4v.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800419/%EC%9D%B4%EC%82%AC%EB%B6%80%EA%B8%B8_%EC%83%88%EC%B2%9C%EB%85%84%ED%95%B4%EC%95%88%EB%8F%84%EB%A1%9C__2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_w2umha.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800416/%EC%9D%B4%EC%82%AC%EB%B6%80%EA%B8%B8_%EC%83%88%EC%B2%9C%EB%85%84%ED%95%B4%EC%95%88%EB%8F%84%EB%A1%9C__1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_chhlyw.jpg",1,exact,
261,고성 제3기 현무암 (강원평화지역 국가지질공원),"겨울, 사계절","산, 공원, 절","산책, 경치, 역사, 조용한",연인,무료,정보없음,강원특별자치도 고성군 토성면 뒷골길 60,상시 개방,38.28298273,128.5059273,강원특별자치도 고성군 토성면 뒷골길 60,"강원도 고성은 우리나라의 대표적인 신생대 제3기 알칼리 현무암 분포지역이다. 제3기 현무암은 고성산, 오음산, 뒷배재, 운봉산 등의 5~7부 능선 이상에 분화구가 메워진 둥근 돔 형태로 나타난다. 이 지역에 산출되는 현무암은 다양한 종류의 맨틀 포획암과 지각 아래의 물질을 포함하고 있다. 따라서 고성의 현무암 분포지에서는 지각 깊은 곳의 물질들을 직접 눈으",261,원평,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800180/%EC%9B%90%ED%8F%89_%ED%8C%9C%EC%8A%A4%ED%85%8C%EC%9D%B4_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ndm4o8.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800177/%EC%9B%90%ED%8F%89_%ED%8C%9C%EC%8A%A4%ED%85%8C%EC%9D%B4_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_yppg1p.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800174/%EC%9B%90%ED%8F%89_%ED%8C%9C%EC%8A%A4%ED%85%8C%EC%9D%B4_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_pgwm5c.jpg",0.9,contains,
262,이승휴 상징 조형물,사계절,"산, 바다","산책, 경치, 물놀이",연인,무료,불가능,강원특별자치도 삼척시 미로면 내미로리,상시 개방,37.44489313,129.0466821,강원특별자치도 삼척시 미로면 내미로리,"조국이 대국에 의해 유린당하고 있는 상황에서 울분을 갈무리한 채 민족혼을 담아 집필을 한 동안거사 이승휴 선생을 상징하며 뜻을 기리는 조형물이다. 삼척 두타산 기슭에 위치한 천은사 입구에 위패와 함께 세워져 있다. 1998년 홍익대학교 현대조형연구소의 홍성도에 의해 조각되었다. 이승휴상징 조형물의 바닥에 놓인 4개의 화강암은 삼척의 바다와 산을 상징하며, ",262,이승휴,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800451/%EC%9D%B4%EC%8A%B9%ED%9C%B4_%EC%83%81%EC%A7%95_%EC%A1%B0%ED%98%95%EB%AC%BC_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_untns2.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800448/%EC%9D%B4%EC%8A%B9%ED%9C%B4_%EC%83%81%EC%A7%95_%EC%A1%B0%ED%98%95%EB%AC%BC_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_qiqp5w.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760800445/%EC%9D%B4%EC%8A%B9%ED%9C%B4_%EC%83%81%EC%A7%95_%EC%A1%B0%ED%98%95%EB%AC%BC_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_tzxpyq.jpg",0.9,contains,
263,리빙스턴교,사계절,"산, 공원, 전망대","사진명소, 역사",가족,무료,가능,강원특별자치도 인제군 인제읍 합강리,상시 개방,38.08845471,128.1821238,강원특별자치도 인제군 인제읍 합강리,"리빙스턴교는 인제군 인제읍 덕산리에서 합강리를 잇는 다리이다. 길이 150m, 폭 3.6m의 아이빔에 붉은 페인트를 칠한 목제 난간으로 세워진 생소한 이름의 리빙스턴교에는 한국 전쟁 당시의 가슴 아픈 사연이 전해져 온다.

한국 전쟁이 한창이던 1951년, 중공군의 5월 총공세 속에 인제지구 전투에 유엔군으로 참여했던 리빙스턴 소위는 6월 10일 인제 북방",263,리빙스턴교,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795991/%EB%A6%AC%EB%B9%99%EC%8A%A4%ED%84%B4%EA%B5%90_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_yvk004.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795987/%EB%A6%AC%EB%B9%99%EC%8A%A4%ED%84%B4%EA%B5%90_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_fhmjqg.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795983/%EB%A6%AC%EB%B9%99%EC%8A%A4%ED%84%B4%EA%B5%90_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_tll0yj.jpg",1,exact,
264,수암리 마애삼존불상,사계절,"산, 마을","산책, 경치, 예술/문화, 역사",연인,무료,불가능,강원특별자치도 원주시 소초면 수암리,상시 개방,37.39575126,128.0104212,강원특별자치도 원주시 소초면 수암리,"강원특별자치도 원주시 소초면 수암리 신양 마을 뒤 야산 바위에는 선으로 조각된 삼존불상이 있다. 연꽃무늬 대좌 중앙에 본존불이 있고, 양 옆에는 협시보살이 서 있다. 얼굴 부분은 마모가 심해 형태를 식별할 수 없다. 양 어깨에 걸친 옷자락에는 굵은 선으로 표현된 옷주름이 남아 있다. 손은 많이 파손되었으나 왼손 검지를 오른손으로 감싸고 있는 모습으로 보아 ",264,수암리,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798350/%EC%88%98%EC%95%94%EB%A6%AC_%EB%A7%88%EC%95%A0%EC%82%BC%EC%A1%B4%EB%B6%88%EC%83%81_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ijdspw.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798346/%EC%88%98%EC%95%94%EB%A6%AC_%EB%A7%88%EC%95%A0%EC%82%BC%EC%A1%B4%EB%B6%88%EC%83%81_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_p8li8r.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798342/%EC%88%98%EC%95%94%EB%A6%AC_%EB%A7%88%EC%95%A0%EC%82%BC%EC%A1%B4%EB%B6%88%EC%83%81_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_hwekqo.jpg",0.9,contains,
265,철원지석묘군,사계절,"문화재, 마을","역사, 교육, 예술/문화",연인,무료,불가능,강원특별자치도 철원군 갈말읍 토성길 87,상시 개방,38.24414297,127.3421514,강원특별자치도 철원군 갈말읍 토성길 87,"지석묘는 청동기시대의 대표적인 무덤으로, 고인돌이라고도 불리며 경제력이나 정치 권력을 가진 지배층의 무덤으로 알려져 있다. 우리나라 고인돌은 4개의 받침돌 위에 거대한 덮개돌을 올린 탁자식과, 땅속 돌방 위에 덮개돌을 얹은 바둑판식으로 구분된다. 철원군 갈말읍 토성리에 위치한 이 고인돌군은 탁자식 지석묘로, 남대천 강변을 따라 동일한 형태와 방향, 일정한 ",265,철원지석묘군,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801425/%EC%B2%A0%EC%9B%90%EC%A7%80%EC%84%9D%EB%AC%98%EA%B5%B0_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_aciioo.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801420/%EC%B2%A0%EC%9B%90%EC%A7%80%EC%84%9D%EB%AC%98%EA%B5%B0_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_vv0vkg.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801418/%EC%B2%A0%EC%9B%90%EC%A7%80%EC%84%9D%EB%AC%98%EA%B5%B0_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_kq9hyj.jpg",1,exact,
266,봉황산산림욕장,"봄, 사계절","산, 숲, 공원",산책,연인,무료,불가능,강원특별자치도 삼척시 척주로 112(정상동),상시 개방,37.43848805,129.1757124,강원특별자치도 삼척시 척주로 112(정상동),"삼척시내 중심부에 위치한 봉황산 산림욕장은 쾌적한 휴식공간을 제공함은 물론 아름다운 자연경관을 연출하고 있어 많은 사람들로부터 호평을 받고 있다. 또한 매년 사월이면 벚꽃이 만발하여 보는 이로 하여금 감탄을 자아내게 하며, 각종 체육시설을 갖추고 있어 시민들의 여가선용 및 건강증진에 일조를 하고 있다. 산꼭대기에는 일명 육향대라고도 하는, 신선각이 있고, ",266,봉황산산림욕장,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796957/%EB%B4%89%ED%99%A9%EC%82%B0%EC%82%B0%EB%A6%BC%EC%9A%95%EC%9E%A5_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_zekdog.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796955/%EB%B4%89%ED%99%A9%EC%82%B0%EC%82%B0%EB%A6%BC%EC%9A%95%EC%9E%A5_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_njjdwd.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796952/%EB%B4%89%ED%99%A9%EC%82%B0%EC%82%B0%EB%A6%BC%EC%9A%95%EC%9E%A5_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_chodu7.jpg",1,exact,
267,오로라파크,"겨울, 사계절","산, 바다, 공원, 전망대","액티비티, 역사, 야경",연인,[개인],가능,강원특별자치도 태백시 통리길 72,09:00~18:00 (매표마감 17:00),37.1736325,129.0385133,강원특별자치도 태백시 통리길 72,"오로라 파크는 철도 유휴부지 활용 관광 자원화 사업의 일환으로 폐역인 통리역에 조성된 문화체험공원이다.  파크 내에선 갱차도 체험할 수 있는데, 두 사람이 번갈아 가며 손잡이를 위아래로 움직이면서 이동한다. 백두대간 및 동해안 지역의 산세를 조망할 수 있는 눈꽃 전망대는 높이 49.2m로 태백시 유일의 타워 전망대다. 태백의 밤하늘을 주제로 꾸며져 있으며 ",267,오로라파크,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799662/%EC%98%A4%EB%A1%9C%EB%9D%BC%ED%8C%8C%ED%81%AC_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_lgw4hx.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799659/%EC%98%A4%EB%A1%9C%EB%9D%BC%ED%8C%8C%ED%81%AC_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_rgarso.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760799656/%EC%98%A4%EB%A1%9C%EB%9D%BC%ED%8C%8C%ED%81%AC_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ocb9mr.jpg",1,exact,
268,도롱이연못,사계절,"산, 숲","산책, 경치, 힐링",연인,무료,불가능,강원특별자치도 정선군 사북읍 사북리 산 155-3,상시 개방,37.19737823,128.814541,강원특별자치도 정선군 사북읍 사북리 산 155-3,"정선군에 위치한 하늘길은 해발 1,000m 이상의 고지대에 조성된 숲길로, 지리산의 둘레길, 제주도 올레길과는 차원이 다른 하늘 위에 떠 있는 길이다. 등산로 주변은 원시림이 널려있고 일부 구간은 70~80년대 석탄을 운반하던 운 탄로와 산판길을 볼 수 있어 아련한 옛 정취가 물씬 풍긴다. 이 중 도롱이연못은 하늘길의 백미다. 마운틴콘도에서 하늘 마중 길(",268,도롱이연못,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795557/%EB%8F%84%EB%A1%B1%EC%9D%B4%EC%97%B0%EB%AA%BB_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_hitgy4.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795554/%EB%8F%84%EB%A1%B1%EC%9D%B4%EC%97%B0%EB%AA%BB_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_aiebcz.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795551/%EB%8F%84%EB%A1%B1%EC%9D%B4%EC%97%B0%EB%AA%BB_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_khh8kw.jpg",1,exact,
269,대진 해수욕장,"여름, 사계절","산, 바다",낚시,가족,정보없음,가능,강원특별자치도 동해시 대진항길 46 (대진동),상시 개방,37.58100095,129.1125693,강원특별자치도 동해시 대진항길 46 (대진동),"어달해변과 망상해수욕장 사이에 위치한다.  수심이 얕고 파도가 일정한 편이라 아이들이 놀기 좋고, 서핑을 처음 배우기에도 좋아 초보 서퍼들이 많은 곳이다. 해수욕뿐만 아니라 소형어선이 드나들며 동해바다에서 갓 잡은 생선을 가져오는 대진항과 싱싱한 활어회를 맛볼 수 있는 수산물 센터가 있어 신선한 요리를 맛볼 수 있다.  직접 갯바위에 올라 낚시를 즐기거나 ",269,화진포해수욕장,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803785/%ED%99%94%EC%A7%84%ED%8F%AC%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_upfidq.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803781/%ED%99%94%EC%A7%84%ED%8F%AC%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_kujwht.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803777/%ED%99%94%EC%A7%84%ED%8F%AC%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ppmyv2.jpg",0.9,contains,
270,청정조각공원,사계절,"산, 숲, 공원",산책,연인,무료,가능,강원특별자치도 인제군 남면 설악로 10,상시 개방,37.91654182,128.0592569,강원특별자치도 인제군 남면 설악로 10,"청정조각공원은 강원 인제군에 위치한 곳으로 춘천에서 인제로 넘어가는 길목, 인제의 시작점에 자리한 작은 공원이다. 공원 산책로는 데크로 포장되어 있고, 인제의 상징인 자작나무로 조성된 숲길이 있다. 숲길을 따라 걷다 보면 다양한 조각상들을 만날 수 있다. 공원 중앙에 있는 건물 내부에는 자작나무 조형물과 벤치가 있어 휴식을 취하기 좋은 곳이다. 공원이 끝나",270,청정조각공원,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801531/%EC%B2%AD%EC%A0%95%EC%A1%B0%EA%B0%81%EA%B3%B5%EC%9B%90_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_i429co.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801528/%EC%B2%AD%EC%A0%95%EC%A1%B0%EA%B0%81%EA%B3%B5%EC%9B%90_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_tsz1l6.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801524/%EC%B2%AD%EC%A0%95%EC%A1%B0%EA%B0%81%EA%B3%B5%EC%9B%90_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_f7mwkq.jpg",1,exact,
271,비화항,사계절,"바다, 마을",낚시,연인,무료,가능,강원특별자치도 삼척시 원덕읍 비화진길 177,상시 개방,37.21535868,129.3452264,강원특별자치도 삼척시 원덕읍 비화진길 177,"비화항은 삼척시 원덕읍에 위치한 작은 항구로 바다낚시의 명소이다. 규모가 작은 테트라포드형 방파제에서 35㎝가 넘는 돔들이 낚인다.  규모가 작아서 낚시할 자리가 5군데 정도밖에 되지 않고, 주변 갯바위 역시 군사지역으로 출입이 금지되어 있기 때문에 일찍 자리를 잡아야 낚시를 즐길 수 있다. 다만, 항구 자체는 군사지역이 아니라 야간에도 낚시를 할 수 있으",271,비화항,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797060/%EB%B9%84%ED%99%94%ED%95%AD_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_gdha0j.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797056/%EB%B9%84%ED%99%94%ED%95%AD_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_d4grlo.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797053/%EB%B9%84%ED%99%94%ED%95%AD_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_hh8zwj.jpg",1,exact,
272,소돌해수욕장,"여름, 사계절","산, 바다, 숲, 마을",낚시,연인,정보없음,가능,강원특별자치도 강릉시 주문진읍 해안로 1993,상시 개방,37.90623832,128.8272654,강원특별자치도 강릉시 주문진읍 해안로 1993,"강릉 주문진해변과 인접해 있는 해변이다. 백사장은 타원형으로 길이 500m, 면적 35,000㎡이다. 마을 전체가 소가 누워 있는 모양이라 하여 소돌이라는 지명이 붙었으며, 주변은 기암으로 덮여 있고, 앞바다에 소를 닮은 바위가 있다. 타원형의 해변은 모래가 희고 경사가 완만하며, 수심이 얕아 조개도 잡을 수 있다. 화장실·탈의실·샤워장 등 편의시설이 갖추",272,소돌해수욕장,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797963/%EC%86%8C%EB%8F%8C%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ftide4.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797960/%EC%86%8C%EB%8F%8C%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_xwcv2k.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797956/%EC%86%8C%EB%8F%8C%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_old65k.jpg",1,exact,
273,삼척활기자연휴양림,"봄, 여름, 가을, 겨울, 사계절","산, 바다, 계곡, 숲, 도시","산책, 액티비티, 힐링, 조용한",연인,정보없음,가능,강원특별자치도 삼척시 미로면 준경길 651-59,"- 삼척활기치유의숲 09:00~17:00<br>
- 산림치유프로그램 10:00~17:00<br>
- 숙박시설 15:00~익일 11:00",37.38200619,129.0601329,강원특별자치도 삼척시 미로면 준경길 651-59,"백두대간에서 발원한 계곡이 7㎞ 달려와 폭포와 마룡소를 만든 곳에 있는 자연휴양림이다. 휴양림 앞 계곡은 용의 전설이 서려있는 용수골, 마룡소, 용소폭포 등이 있어 상서로운 기운이 서려 있는 터로 알려져 있다.  용수골 계곡은 봄철에 초록 향연이 펼쳐지고, 여름에는 시원함을 선사하며, 가을의 아름다운 단풍과 겨울의 멋진 설경을 감상할 수 있으며, 4㎞ 상부",273,삼척활기자연휴양림,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797399/%EC%82%BC%EC%B2%99%ED%99%9C%EA%B8%B0%EC%9E%90%EC%97%B0%ED%9C%B4%EC%96%91%EB%A6%BC_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_wwensy.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797398/%EC%82%BC%EC%B2%99%ED%99%9C%EA%B8%B0%EC%9E%90%EC%97%B0%ED%9C%B4%EC%96%91%EB%A6%BC_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_zoxevs.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797395/%EC%82%BC%EC%B2%99%ED%99%9C%EA%B8%B0%EC%9E%90%EC%97%B0%ED%9C%B4%EC%96%91%EB%A6%BC_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_sxnrxz.jpg",1,exact,
274,백석폭포,사계절,"산, 계곡",경치,연인,무료,가능,강원특별자치도 정선군 북평면 오대천로 412,상시 개방,37.46511604,128.628108,강원특별자치도 정선군 북평면 오대천로 412,"백석폭포는 강원도 정선군 북평면과 평창군 진부면에 걸쳐 있는 해발 1,170m의 백석봉 정상에서부터 흘러내리는 인공폭포이다. 길이 약 600m의 관을 매설해 주변 계곡물을 끌어다 오대천으로 떨어지도록 조성되었으며, 폭포의 높이는 약 116m에 이른다. 펌프로 억지로 물을 끌어올린 것이 아니라, 자연 계곡의 물줄기를 유도해 만든 폭포이기 때문에 보다 자연스러",274,백석폭포,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796727/%EB%B0%B1%EC%84%9D%ED%8F%AD%ED%8F%AC_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_brucl1.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796724/%EB%B0%B1%EC%84%9D%ED%8F%AD%ED%8F%AC_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_hkfv0h.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760796721/%EB%B0%B1%EC%84%9D%ED%8F%AD%ED%8F%AC_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_lorevb.jpg",1,exact,
